event_id,timestamp,ticket_id,activity,assigned_to,priority,category,department,notes
225,2024-02-12 09:45:50,TKT-20240212-001,Ticket Assigned,Chris Johnson,Medium,Network,HR,Assigned to L1 support
226,2024-02-12 10:10:15,TKT-20240212-001,Work Started,Chris Johnson,Medium,Network,HR,Testing network connectivity
227,2024-02-12 10:35:40,TKT-20240212-001,Ticket Reassigned,Taylor Chen,Medium,Network,HR,Network path issue needs L2
228,2024-02-12 11:05:20,TKT-20240212-001,Work Started,Taylor Chen,Medium,Network,HR,Checking file server and permissions
229,2024-02-12 11:50:35,TKT-20240212-001,Ticket Resolved,Taylor Chen,Medium,Network,HR,Remapped network drive with correct path
230,2024-02-12 11:55:45,TKT-20240212-001,Ticket Closed,Taylor Chen,Medium,Network,HR,User can access shared files
231,2024-02-13 14:40:20,TKT-20240213-001,Ticket Created,Unassigned,Low,Hardware,Engineering,Mouse scroll wheel not working
232,2024-02-13 15:05:35,TKT-20240213-001,Ticket Assigned,Sam Williams,Low,Hardware,Engineering,Assigned to L1 support
233,2024-02-13 15:20:50,TKT-20240213-001,Work Started,Sam Williams,Low,Hardware,Engineering,Testing mouse functionality
234,2024-02-13 15:40:15,TKT-20240213-001,Ticket Resolved,Sam Williams,Low,Hardware,Engineering,Replaced with spare mouse from inventory
235,2024-02-13 15:45:30,TKT-20240213-001,Ticket Closed,Sam Williams,Low,Hardware,Engineering,New mouse working properly
236,2024-02-14 11:15:40,TKT-20240214-001,Ticket Created,Unassigned,High,Security,Sales,Phishing email reported by multiple users
237,2024-02-14 11:20:25,TKT-20240214-001,Ticket Assigned,Morgan Davis,High,Security,Sales,L2 security specialist assigned
238,2024-02-14 11:30:50,TKT-20240214-001,Work Started,Morgan Davis,High,Security,Sales,Analyzing email headers and content
239,2024-02-14 12:15:35,TKT-20240214-001,Resolution Proposed,Morgan Davis,High,Security,Sales,Blocking sender domain in email gateway
240,2024-02-14 12:45:20,TKT-20240214-001,Ticket Resolved,Morgan Davis,High,Security,Sales,Email filter rules updated
241,2024-02-14 12:50:40,TKT-20240214-001,Ticket Closed,Morgan Davis,High,Security,Sales,Security awareness reminder sent
242,2024-02-15 09:35:15,TKT-20240215-001,Ticket Created,Unassigned,Medium,Software,IT,Backup job failing nightly
243,2024-02-15 10:00:30,TKT-20240215-001,Ticket Assigned,Pat Anderson,Medium,Software,IT,Assigned to L1 support
244,2024-02-15 10:25:45,TKT-20240215-001,Work Started,Pat Anderson,Medium,Software,IT,Reviewing backup logs
245,2024-02-15 11:15:20,TKT-20240215-001,Escalated to L2,Alex Martinez,Medium,Software,IT,Backup infrastructure issue
246,2024-02-15 11:40:35,TKT-20240215-001,Work Started,Alex Martinez,Medium,Software,IT,Diagnosing backup failure
247,2024-02-15 13:30:50,TKT-20240215-001,Resolution Proposed,Alex Martinez,Medium,Software,IT,Backup target disk full - need to expand storage
248,2024-02-15 14:15:15,TKT-20240215-001,On Hold,Alex Martinez,Medium,Software,IT,Awaiting storage procurement approval
249,2024-02-19 10:20:40,TKT-20240215-001,Hold Released,Alex Martinez,Medium,Software,IT,Storage expansion approved
250,2024-02-19 10:45:25,TKT-20240215-001,Awaiting Parts,Alex Martinez,Medium,Software,IT,Additional drives ordered
251,2024-02-21 13:30:35,TKT-20240215-001,Parts Received,Alex Martinez,Medium,Software,IT,Storage drives arrived
252,2024-02-21 14:15:50,TKT-20240215-001,Work Resumed,Alex Martinez,Medium,Software,IT,Installing additional storage
253,2024-02-21 16:45:20,TKT-20240215-001,Ticket Resolved,Alex Martinez,Medium,Software,IT,Backup storage expanded and job successful
254,2024-02-21 16:50:40,TKT-20240215-001,Ticket Closed,Alex Martinez,Medium,Software,IT,Backup monitoring configured
255,2024-02-16 08:20:30,TKT-20240216-001,Ticket Created,Unassigned,Low,Access,Finance,Forgot password for expense system
256,2024-02-16 08:45:45,TKT-20240216-001,Ticket Assigned,Pat Anderson,Low,Access,Finance,Assigned to L1 support
257,2024-02-16 09:05:20,TKT-20240216-001,Work Started,Pat Anderson,Low,Access,Finance,Verifying user identity
258,2024-02-16 09:20:35,TKT-20240216-001,Ticket Resolved,Pat Anderson,Low,Access,Finance,Password reset completed
259,2024-02-16 09:25:50,TKT-20240216-001,Ticket Closed,Pat Anderson,Low,Access,Finance,User logged in successfully
260,2024-02-19 13:40:25,TKT-20240219-001,Ticket Created,Unassigned,Medium,Performance,Sales,CRM system loading very slowly
261,2024-02-19 14:05:40,TKT-20240219-001,Ticket Assigned,Chris Johnson,Medium,Performance,Sales,Assigned to L1 support
262,2024-02-19 14:30:15,TKT-20240219-001,Work Started,Chris Johnson,Medium,Performance,Sales,Checking browser and network
263,2024-02-19 15:10:35,TKT-20240219-001,Escalated to L2,Alex Martinez,Medium,Performance,Sales,Application performance issue
264,2024-02-19 15:35:50,TKT-20240219-001,Work Started,Alex Martinez,Medium,Performance,Sales,Analyzing CRM server performance
265,2024-02-19 16:45:20,TKT-20240219-001,Ticket Reassigned,Jordan Lee,Medium,Performance,Sales,Database performance - need DB specialist
266,2024-02-20 09:15:40,TKT-20240219-001,Work Started,Jordan Lee,Medium,Performance,Sales,Database query optimization
267,2024-02-20 11:30:25,TKT-20240219-001,Resolution Proposed,Jordan Lee,Medium,Performance,Sales,Rebuilt indexes and updated statistics
268,2024-02-20 12:15:35,TKT-20240219-001,Ticket Resolved,Jordan Lee,Medium,Performance,Sales,CRM performance improved significantly
269,2024-02-20 12:20:50,TKT-20240219-001,Ticket Closed,Jordan Lee,Medium,Performance,Sales,User confirmed acceptable load times
270,2024-02-20 10:25:15,TKT-20240220-001,Ticket Created,Unassigned,Critical,Hardware,IT,Server hard drive failure alarm
271,2024-02-20 10:27:40,TKT-20240220-001,Ticket Assigned,Alex Martinez,Critical,Hardware,IT,L2 hardware specialist assigned immediately
272,2024-02-20 10:30:35,TKT-20240220-001,Work Started,Alex Martinez,Critical,Hardware,IT,Checking RAID array status
273,2024-02-20 10:50:20,TKT-20240220-001,Priority Changed,Alex Martinez,High,Hardware,IT,RAID rebuild in progress - not critical yet
274,2024-02-20 11:15:45,TKT-20240220-001,Awaiting Parts,Alex Martinez,High,Hardware,IT,Replacement drive ordered for degraded RAID
275,2024-02-22 14:30:30,TKT-20240220-001,Parts Received,Alex Martinez,High,Hardware,IT,Replacement drive delivered
276,2024-02-22 15:05:50,TKT-20240220-001,Work Resumed,Alex Martinez,High,Hardware,IT,Hot-swapping failed drive
277,2024-02-22 16:20:15,TKT-20240220-001,Ticket Resolved,Alex Martinez,High,Hardware,IT,RAID array rebuilt successfully
278,2024-02-22 16:25:40,TKT-20240220-001,Ticket Closed,Alex Martinez,High,Hardware,IT,Server performance normal
279,2024-02-21 09:15:35,TKT-20240221-001,Ticket Created,Unassigned,Low,Software,HR,Teams notification sound not working
280,2024-02-21 09:40:50,TKT-20240221-001,Ticket Assigned,Sam Williams,Low,Software,HR,Assigned to L1 support
281,2024-02-21 10:05:15,TKT-20240221-001,Work Started,Sam Williams,Low,Software,HR,Checking Teams audio settings
282,2024-02-21 10:30:40,TKT-20240221-001,Ticket Resolved,Sam Williams,Low,Software,HR,Re-enabled notifications in Teams settings
283,2024-02-21 10:35:25,TKT-20240221-001,Ticket Closed,Sam Williams,Low,Software,HR,Notifications working correctly
284,2024-02-22 11:20:45,TKT-20240222-001,Ticket Created,Unassigned,Medium,Network,Operations,Cannot access internal wiki
285,2024-02-22 11:45:30,TKT-20240222-001,Ticket Assigned,Chris Johnson,Medium,Network,Operations,Assigned to L1 support
286,2024-02-22 12:10:15,TKT-20240222-001,Work Started,Chris Johnson,Medium,Network,Operations,Testing wiki accessibility
287,2024-02-22 12:50:35,TKT-20240222-001,Escalated to L2,Taylor Chen,Medium,Network,Operations,DNS or network routing issue
288,2024-02-22 13:15:50,TKT-20240222-001,Work Started,Taylor Chen,Medium,Network,Operations,Checking DNS records
289,2024-02-22 14:30:20,TKT-20240222-001,Resolution Proposed,Taylor Chen,Medium,Network,Operations,Stale DNS cache - flushing and updating
290,2024-02-22 14:50:40,TKT-20240222-001,Ticket Resolved,Taylor Chen,Medium,Network,Operations,Wiki accessible after DNS update
291,2024-02-22 14:55:25,TKT-20240222-001,Ticket Closed,Taylor Chen,Medium,Network,Operations,Multiple users confirmed access
292,2024-02-23 15:30:35,TKT-20240223-001,Ticket Created,Unassigned,High,Software,Engineering,Development environment build broken
293,2024-02-23 15:50:50,TKT-20240223-001,Ticket Assigned,Pat Anderson,High,Software,Engineering,Assigned to L1 support
294,2024-02-23 16:15:20,TKT-20240223-001,Work Started,Pat Anderson,High,Software,Engineering,Reviewing build errors
295,2024-02-23 16:45:40,TKT-20240223-001,Escalated to L2,Alex Martinez,High,Software,Engineering,Complex build configuration issue
296,2024-02-23 17:10:15,TKT-20240223-001,Work Started,Alex Martinez,High,Software,Engineering,Analyzing dependency conflicts
297,2024-02-26 09:30:35,TKT-20240223-001,Resolution Proposed,Alex Martinez,High,Software,Engineering,Updated build configuration and dependencies
298,2024-02-26 10:15:50,TKT-20240223-001,Ticket Resolved,Alex Martinez,High,Software,Engineering,Build pipeline restored
299,2024-02-26 10:20:25,TKT-20240223-001,Ticket Closed,Alex Martinez,High,Software,Engineering,Team confirmed successful builds
300,2024-02-26 13:45:40,TKT-20240226-001,Ticket Created,Unassigned,Low,Hardware,Sales,Headset microphone not working
301,2024-02-26 14:10:25,TKT-20240226-001,Ticket Assigned,Chris Johnson,Low,Hardware,Sales,Assigned to L1 support
302,2024-02-26 14:30:50,TKT-20240226-001,Work Started,Chris Johnson,Low,Hardware,Sales,Testing audio devices
303,2024-02-26 14:50:15,TKT-20240226-001,Ticket Resolved,Chris Johnson,Low,Hardware,Sales,Updated audio drivers and set correct input device
304,2024-02-26 14:55:35,TKT-20240226-001,Ticket Closed,Chris Johnson,Low,Hardware,Sales,Microphone working in Teams
305,2024-02-27 10:20:30,TKT-20240227-001,Ticket Created,Unassigned,Medium,Access,Engineering,Need elevated permissions for deployment
306,2024-02-27 10:45:45,TKT-20240227-001,Ticket Assigned,Morgan Davis,Medium,Access,Engineering,Assigned to L2 for access management
307,2024-02-27 11:10:20,TKT-20240227-001,Work Started,Morgan Davis,Medium,Access,Engineering,Reviewing permission request
308,2024-02-27 11:40:35,TKT-20240227-001,Awaiting User Response,Morgan Davis,Medium,Access,Engineering,Need manager approval for production access
309,2024-02-27 14:25:50,TKT-20240227-001,User Responded,Morgan Davis,Medium,Access,Engineering,Manager approved via email
310,2024-02-27 14:45:15,TKT-20240227-001,Work Resumed,Morgan Davis,Medium,Access,Engineering,Granting deployment permissions
311,2024-02-27 15:20:40,TKT-20240227-001,Ticket Resolved,Morgan Davis,Medium,Access,Engineering,Permissions granted with audit logging
312,2024-02-27 15:25:30,TKT-20240227-001,Ticket Closed,Morgan Davis,Medium,Access,Engineering,User confirmed successful deployment
313,2024-02-28 09:35:25,TKT-20240228-001,Ticket Created,Unassigned,Low,Software,Finance,PowerPoint presentation won't open
314,2024-02-28 10:00:40,TKT-20240228-001,Ticket Assigned,Sam Williams,Low,Software,Finance,Assigned to L1 support
315,2024-02-28 10:25:15,TKT-20240228-001,Work Started,Sam Williams,Low,Software,Finance,Attempting to open file
316,2024-02-28 10:50:35,TKT-20240228-001,Ticket Resolved,Sam Williams,Low,Software,Finance,File corrupted - recovered from auto-save
317,2024-02-28 10:55:50,TKT-20240228-001,Ticket Closed,Sam Williams,Low,Software,Finance,User able to open recovered file
318,2024-02-29 11:40:20,TKT-20240229-001,Ticket Created,Unassigned,Medium,Performance,HR,Payroll system processing very slow
319,2024-02-29 12:05:35,TKT-20240229-001,Ticket Assigned,Chris Johnson,Medium,Performance,HR,Assigned to L1 support
320,2024-02-29 12:30:50,TKT-20240229-001,Work Started,Chris Johnson,Medium,Performance,HR,Checking system resources
321,2024-02-29 13:15:15,TKT-20240229-001,Escalated to L2,Jordan Lee,Medium,Performance,HR,Database performance issue
322,2024-02-29 13:40:30,TKT-20240229-001,Work Started,Jordan Lee,Medium,Performance,HR,Analyzing payroll database
323,2024-02-29 15:20:45,TKT-20240229-001,Resolution Proposed,Jordan Lee,Medium,Performance,HR,Large transaction log - need to truncate
324,2024-02-29 16:05:25,TKT-20240229-001,Ticket Resolved,Jordan Lee,Medium,Performance,HR,Log truncated and database optimized
325,2024-02-29 16:10:40,TKT-20240229-001,Ticket Closed,Jordan Lee,Medium,Performance,HR,Payroll processing speed normal
326,2024-03-01 08:50:35,TKT-20240301-001,Ticket Created,Unassigned,Critical,Network,Finance,Cannot connect to banking API
327,2024-03-01 08:52:20,TKT-20240301-001,Ticket Assigned,Taylor Chen,Critical,Network,Finance,L2 network specialist assigned immediately
328,2024-03-01 08:55:15,TKT-20240301-001,Work Started,Taylor Chen,Critical,Network,Finance,Testing external connectivity
329,2024-03-01 09:20:40,TKT-20240301-001,Escalated to L3,Riley Thompson,Critical,Network,Finance,External vendor API issue
330,2024-03-01 09:35:50,TKT-20240301-001,Work Started,Riley Thompson,Critical,Network,Finance,Contacting bank technical support
331,2024-03-01 11:15:25,TKT-20240301-001,Resolution Proposed,Riley Thompson,Critical,Network,Finance,Bank firewall rule change - updating our config
332,2024-03-01 11:45:35,TKT-20240301-001,Ticket Resolved,Riley Thompson,Critical,Network,Finance,API connectivity restored
333,2024-03-01 11:50:50,TKT-20240301-001,Ticket Closed,Riley Thompson,Critical,Network,Finance,Transaction processing verified
334,2024-03-04 14:25:40,TKT-20240304-001,Ticket Created,Unassigned,Low,Software,Operations,Request to install new monitoring tool
335,2024-03-04 14:50:25,TKT-20240304-001,Ticket Assigned,Pat Anderson,Low,Software,Operations,Assigned to L1 support
336,2024-03-04 15:15:35,TKT-20240304-001,Work Started,Pat Anderson,Low,Software,Operations,Researching tool requirements
337,2024-03-04 15:45:50,TKT-20240304-001,Escalated to L2,Alex Martinez,Low,Software,Operations,Infrastructure tool needs L2 review
338,2024-03-04 16:10:20,TKT-20240304-001,Work Started,Alex Martinez,Low,Software,Operations,Installing and configuring monitoring agent
339,2024-03-04 17:30:40,TKT-20240304-001,Ticket Resolved,Alex Martinez,Low,Software,Operations,Monitoring tool installed and collecting metrics
340,2024-03-04 17:35:15,TKT-20240304-001,Ticket Closed,Alex Martinez,Low,Software,Operations,Team confirmed dashboard access
341,2024-03-05 10:40:30,TKT-20240305-001,Ticket Created,Unassigned,Medium,Hardware,Engineering,Workstation making loud fan noise
342,2024-03-05 11:05:45,TKT-20240305-001,Ticket Assigned,Sam Williams,Medium,Hardware,Engineering,Assigned to L1 support
343,2024-03-05 11:30:20,TKT-20240305-001,Work Started,Sam Williams,Medium,Hardware,Engineering,Checking system temperatures
344,2024-03-05 12:15:35,TKT-20240305-001,Ticket Resolved,Sam Williams,Medium,Hardware,Engineering,Cleaned dust from fans and vents
345,2024-03-05 12:20:50,TKT-20240305-001,Ticket Closed,Sam Williams,Medium,Hardware,Engineering,Fan noise reduced to normal levels
346,2024-03-06 09:15:25,TKT-20240306-001,Ticket Created,Unassigned,High,Security,Sales,Multiple failed login attempts on account
347,2024-03-06 09:20:40,TKT-20240306-001,Ticket Assigned,Morgan Davis,High,Security,Sales,L2 security specialist assigned
348,2024-03-06 09:35:15,TKT-20240306-001,Work Started,Morgan Davis,High,Security,Sales,Reviewing authentication logs
349,2024-03-06 10:20:30,TKT-20240306-001,Resolution Proposed,Morgan Davis,High,Security,Sales,Brute force attempt detected - blocking IPs
350,2024-03-06 10:50:45,TKT-20240306-001,Ticket Resolved,Morgan Davis,High,Security,Sales,Account secured and MFA enabled
351,2024-03-06 10:55:35,TKT-20240306-001,Ticket Closed,Morgan Davis,High,Security,Sales,User notified of security incident
352,2024-03-07 13:30:50,TKT-20240307-001,Ticket Created,Unassigned,Medium,Network,IT,WiFi dead zone in conference room B
353,2024-03-07 14:00:15,TKT-20240307-001,Ticket Assigned,Chris Johnson,Medium,Network,IT,Assigned to L1 support
354,2024-03-07 14:25:40,TKT-20240307-001,Work Started,Chris Johnson,Medium,Network,IT,Testing signal strength
355,2024-03-07 15:10:25,TKT-20240307-001,Escalated to L2,Taylor Chen,Medium,Network,IT,Need wireless infrastructure assessment
356,2024-03-07 15:35:50,TKT-20240307-001,Work Started,Taylor Chen,Medium,Network,IT,Site survey and access point placement
357,2024-03-07 16:45:20,TKT-20240307-001,Resolution Proposed,Taylor Chen,Medium,Network,IT,Need additional access point for coverage
358,2024-03-07 17:10:35,TKT-20240307-001,Awaiting Parts,Taylor Chen,Medium,Network,IT,Access point ordered
359,2024-03-11 10:30:45,TKT-20240307-001,Parts Received,Taylor Chen,Medium,Network,IT,Access point arrived
360,2024-03-11 11:15:30,TKT-20240307-001,Work Resumed,Taylor Chen,Medium,Network,IT,Installing new access point
361,2024-03-11 13:45:50,TKT-20240307-001,Ticket Resolved,Taylor Chen,Medium,Network,IT,Full WiFi coverage in conference room
362,2024-03-11 13:50:25,TKT-20240307-001,Ticket Closed,Taylor Chen,Medium,Network,IT,Signal strength verified
363,2024-03-08 11:20:40,TKT-20240308-001,Ticket Created,Unassigned,Low,Access,HR,Update distribution list membership
364,2024-03-08 11:45:15,TKT-20240308-001,Ticket Assigned,Pat Anderson,Low,Access,HR,Assigned to L1 support
365,2024-03-08 12:10:35,TKT-20240308-001,Work Started,Pat Anderson,Low,Access,HR,Modifying Exchange distribution group
366,2024-03-08 12:35:50,TKT-20240308-001,Ticket Resolved,Pat Anderson,Low,Access,HR,Distribution list updated
367,2024-03-08 12:40:20,TKT-20240308-001,Ticket Closed,Pat Anderson,Low,Access,HR,User confirmed email delivery
368,2024-03-11 15:25:30,TKT-20240311-001,Ticket Created,Unassigned,Medium,Software,Engineering,IDE crashing frequently
369,2024-03-11 15:50:45,TKT-20240311-001,Ticket Assigned,Sam Williams,Medium,Software,Engineering,Assigned to L1 support
370,2024-03-11 16:15:20,TKT-20240311-001,Work Started,Sam Williams,Medium,Software,Engineering,Checking IDE logs and extensions
371,2024-03-11 16:50:40,TKT-20240311-001,Escalated to L2,Alex Martinez,Medium,Software,Engineering,Complex development environment issue
372,2024-03-12 09:20:15,TKT-20240311-001,Work Started,Alex Martinez,Medium,Software,Engineering,Reproducing crash and analyzing logs
373,2024-03-12 10:45:35,TKT-20240311-001,Resolution Proposed,Alex Martinez,Medium,Software,Engineering,Conflicting extension - disabling and updating
374,2024-03-12 11:20:50,TKT-20240311-001,Ticket Resolved,Alex Martinez,Medium,Software,Engineering,IDE stable after extension cleanup
375,2024-03-12 11:25:25,TKT-20240311-001,Ticket Closed,Alex Martinez,Medium,Software,Engineering,User confirmed no crashes for 2 hours
376,2024-03-12 14:35:40,TKT-20240312-001,Ticket Created,Unassigned,High,Performance,Finance,Financial reporting queries timing out
377,2024-03-12 15:00:25,TKT-20240312-001,Ticket Assigned,Chris Johnson,High,Performance,Finance,Assigned to L1 support
378,2024-03-12 15:25:50,TKT-20240312-001,Work Started,Chris Johnson,High,Performance,Finance,Testing query execution
379,2024-03-12 15:50:15,TKT-20240312-001,Escalated to L2,Jordan Lee,High,Performance,Finance,Database query optimization needed
380,2024-03-12 16:20:35,TKT-20240312-001,Work Started,Jordan Lee,High,Performance,Finance,Analyzing execution plans
381,2024-03-13 10:15:50,TKT-20240312-001,Escalated to L3,Casey Brown,High,Performance,Finance,Complex query tuning - need senior DBA
382,2024-03-13 10:45:20,TKT-20240312-001,Work Started,Casey Brown,High,Performance,Finance,Advanced query optimization
383,2024-03-13 14:30:40,TKT-20240312-001,Resolution Proposed,Casey Brown,High,Performance,Finance,Partitioning and indexing strategy implemented
384,2024-03-13 15:20:25,TKT-20240312-001,Ticket Resolved,Casey Brown,High,Performance,Finance,Reports generating in under 30 seconds
385,2024-03-13 15:25:50,TKT-20240312-001,Ticket Closed,Casey Brown,High,Performance,Finance,Finance team confirmed acceptable performance
386,2024-03-14 09:40:35,TKT-20240314-001,Ticket Created,Unassigned,Low,Software,Sales,Zoom screen sharing not working
387,2024-03-14 10:05:50,TKT-20240314-001,Ticket Assigned,Pat Anderson,Low,Software,Sales,Assigned to L1 support
388,2024-03-14 10:30:15,TKT-20240314-001,Work Started,Pat Anderson,Low,Software,Sales,Checking Zoom permissions
389,2024-03-14 11:05:40,TKT-20240314-001,Ticket Resolved,Pat Anderson,Low,Software,Sales,Granted screen recording permission in macOS
390,2024-03-14 11:10:25,TKT-20240314-001,Ticket Closed,Pat Anderson,Low,Software,Sales,Screen sharing working properly
391,2024-03-15 12:50:30,TKT-20240315-001,Ticket Created,Unassigned,Medium,Hardware,Operations,Server backup battery alarm
392,2024-03-15 13:15:45,TKT-20240315-001,Ticket Assigned,Alex Martinez,Medium,Hardware,Operations,L2 hardware specialist assigned
393,2024-03-15 13:40:20,TKT-20240315-001,Work Started,Alex Martinez,Medium,Hardware,Operations,Testing UPS battery health
394,2024-03-15 14:25:35,TKT-20240315-001,Awaiting Parts,Alex Martinez,Medium,Hardware,Operations,UPS battery replacement needed
395,2024-03-19 11:30:50,TKT-20240315-001,Parts Received,Alex Martinez,Medium,Hardware,Operations,Replacement battery delivered
396,2024-03-19 12:15:25,TKT-20240315-001,Work Resumed,Alex Martinez,Medium,Hardware,Operations,Installing new UPS battery
397,2024-03-19 13:45:40,TKT-20240315-001,Ticket Resolved,Alex Martinez,Medium,Hardware,Operations,UPS battery replaced and tested
398,2024-03-19 13:50:15,TKT-20240315-001,Ticket Closed,Alex Martinez,Medium,Hardware,Operations,Power backup operational
399,2024-03-18 10:25:35,TKT-20240318-001,Ticket Created,Unassigned,Low,Access,Engineering,Request access to production logs
400,2024-03-18 10:50:50,TKT-20240318-001,Ticket Assigned,Morgan Davis,Low,Access,Engineering,Assigned to L2 for access management
401,2024-03-18 11:15:20,TKT-20240318-001,Work Started,Morgan Davis,Low,Access,Engineering,Reviewing access request
402,2024-03-18 11:45:40,TKT-20240318-001,Awaiting User Response,Morgan Davis,Low,Access,Engineering,Need justification for production access
403,2024-03-20 09:30:15,TKT-20240318-001,User Responded,Morgan Davis,Low,Access,Engineering,Provided debugging justification
404,2024-03-20 09:50:35,TKT-20240318-001,Work Resumed,Morgan Davis,Low,Access,Engineering,Granting read-only log access
405,2024-03-20 10:25:50,TKT-20240318-001,Ticket Resolved,Morgan Davis,Low,Access,Engineering,Log access granted with time limit
406,2024-03-20 10:30:25,TKT-20240318-001,Ticket Closed,Morgan Davis,Low,Access,Engineering,User confirmed log visibility
